part_number,title,oem,catalog_reference_number,list_price,net_price,case_quantity,manufacturer
25598-200-000,Wall Mount Deck Jet Adj. Flow Nozzle,,54,$116.40 ,$41.90 ,18,Custom Molded Products
25598-300-000,Deck/Wall Jet Adj Multi-Nozzle; White,,45,$133.08 ,$47.91 ,18,Custom Molded Products
25598-300-800,D/WJet Adj MultiNozzle Eyeballs; White,,46,$54.63 ,$19.67 ,50,Custom Molded Products
25598-300-900,"Deck/WallJet Adj Multi Noz, Noz Housing, No Eye",,174,$90.35 ,$32.53 ,25,Custom Molded Products
25598-301-000,Deck/Wall Jet Adj Multi-Nozzle; Gray,,45,$133.08 ,$47.91 ,18,Custom Molded Products
25598-301-800,D/W Jet Adj Multi Nozzle Eyeball; Gray,,46,$54.63 ,$19.67 ,50,Custom Molded Products
25598-303-220,D/W Jet Adj Multi-Nozzle; Brass Cover Only,,174,$85.11 ,$30.64 ,56,Custom Molded Products
25598-304-800,D/W Jet Adj MultiNozzle Eyeballs; Black,,46,$54.63 ,$19.67 ,50,Custom Molded Products
25598-309-000,Deck/Wall Jet Adj Multi-Nozzle; Tan,,45,$133.08 ,$47.91 ,18,Custom Molded Products
25598-309-800,D/W Jet Adj MultiNozzle Eyeballs; Tan,,46,$54.63 ,$19.67 ,50,Custom Molded Products
25598-310-000,"Deck Jet; Multi-Nozzle White, Adjustable; Flangeless Square Cover; White ABS",,45,$133.08 ,$47.91 ,each,Custom Molded Products
25598-311-000,"Deck Jet; Multi-Nozzle Gray, Adjustable; Flangeless Square Cover; Gray ABS",,45,$133.08 ,$47.91 ,each,Custom Molded Products
25598-319-000,"Deck Jet; Multi-Nozzle Tan, Adjustable; Flangeless  Square Cover; Tan ABS",,45,$133.08 ,$47.91 ,each,Custom Molded Products
25598-333-000,"Wall Mount Deck Jet; Multi-Nozzle, Adjustable; Square Brass Cover and Brass Fountain Nozzle",,46,$199.75 ,$71.91 ,each,Custom Molded Products
25598-343-000,Deck/Wall Jet Adj Multi-Nozzle; Brass/Black,,,$184.39 ,$66.38 ,18,Custom Molded Products
25598-353-000,"Deck Jet; Fountain Nozzle (Brass), Adjustable Flangeless; Square Cover; Brass",,46,$199.75 ,$71.91 ,each,Custom Molded Products
25598-363-000,"Deck Jet; Multi-Nozzle  Black, Adjustable; Flangeless Square Cover; Brass",,,$184.39 ,$66.38 ,each,Custom Molded Products
25598-900-000,FiberGlass Pool Wall Jet Assembly,,54,$106.83 ,$38.46 ,18,Custom Molded Products
25598-900-010,Spacer Gasket for Fibrgl Stainless Steel Pool Wall Jet Assembly,,,$4.31 ,$1.55 ,1000,Custom Molded Products
25598-920-000,FiberGlass Pool Wall Jet Assembly Adj Nozz,,54,$116.40 ,$41.90 ,each,Custom Molded Products
25600-009-000,DE Scoop(Orange),"ALD300, EC 10-SC",150,$6.27 ,$2.26 ,50,Custom Molded Products
25600-411-000,Smart Scoop CMP,,150,$6.98 ,$2.51 ,each,Custom Molded Products
25604-000-000,AquaLevel Portable Water Leveler; White,M-3000,60,$105.86 ,$38.11 ,6,Custom Molded Products
25604-000-100,"Float Valve Assembly, AquaLevel",,60,$31.98 ,$11.51 ,100,Custom Molded Products
25604-009-000,AquaLevel Portable Water Leveler; Tan,,60,$105.86 ,$38.11 ,6,Custom Molded Products
25604-100-000,AquaLevel Portable Water Leveler; ABG; White,,60,$108.87 ,$39.19 ,6,Custom Molded Products
25604-109-000,AquaLevel Portable Water Leveler; ABG; Tan,,60,$108.87 ,$39.19 ,6,Custom Molded Products
25606-000-000,Inlet Eyeball Fitting Kit; White,08429-0000,131,$32.74 ,$11.79 ,60,Custom Molded Products
25606-004-000,Inlet Eyeball Fitting Kit; Black,,131,$32.74 ,$11.79 ,60,Custom Molded Products
25606-007-000,Inlet Eyeball Fitting Kit; Dark Gray,,131,$32.74 ,$11.79 ,60,Custom Molded Products
25606-100-000,Inlet Eyeball Kit no fitting; White,08428-0125,131,$26.97 ,$9.71 ,150,Custom Molded Products
25606-104-000,Inlet Eyeball Kit no fitting; Black,,131,$26.97 ,$9.71 ,150,Custom Molded Products
25606-107-000,Inlet Eyeball Kit no fitting; Dark Gray,,131,$26.97 ,$9.71 ,150,Custom Molded Products
25609-300-000,1-1/2in Slip Inlet w/Snap in(3/4in); White,542002,131,$7.70 ,$2.77 ,400,Custom Molded Products
25609-301-000,1-1/2in Slip Inlet w/Snap in (3/4in); Gray,,131,$7.70 ,$2.77 ,400,Custom Molded Products
25609-304-000,1-1/2in Slip Inlet w/Snap in (3/4in); Black,542003,131,$7.70 ,$2.77 ,400,Custom Molded Products
25620-000-000,Cyc Hydro Relief Valve(1.5 in),SP1056,,$17.36 ,$6.25 ,250,Custom Molded Products
25620-320-000,"Hydrostatic Relief Valve, Channel Drain",,114,$17.36 ,$6.25 ,100,Custom Molded Products
25625-200-000,In-Line Sight Glass; 2in Socket,SP1074S,170,$34.84 ,$12.54 ,50,Custom Molded Products
25625-350-000,"In-Line Sight Glass 2in with 1-1/2"" red.",SP1072S,,$35.94 ,$12.94 ,50,Custom Molded Products
25810-009-950,Anti-Electrolysis Skim Basket Zinc Puck,,"156, 161",$21.63 ,$7.79 ,100,Custom Molded Products
25810-150-000,Zinc Anode Valve; 1.5in,,156,$136.31 ,$49.07 ,12,Custom Molded Products
25810-200-000,Zinc Anode Valve; 2in,,156,$125.68 ,$45.24 ,12,Custom Molded Products
25810-200-920,"Zinc Anode, Cover Only",,,$12.47 ,$4.49 ,each,Custom Molded Products
25810-200-950,Replacement Zinc Bar for Anode,,156,$43.60 ,$15.70 ,each,Custom Molded Products
25810-350-050,"Zinc Anode & Pool Bond; 2.5"" SP/2""S/with 1.5"" Adapter; without Copper Wire",,156,$74.58 ,$26.85 ,each,Custom Molded Products
25810-400-050,"Zinc Anode & Pool Bond; 2.5"" SP/2""S/with 1.5"" Adapter; with Copper Wire",,156,$86.97 ,$31.31 ,each,Custom Molded Products
25810-500-000,Pool Bond ABG Pump Trap Retro Kit,,157,$24.81 ,$8.93 ,each,Custom Molded Products
25810-850-000,Pool Bond ABG,,157,$36.61 ,$13.18 ,each,Custom Molded Products
25820-000-000,Plastic Divider Strip,,,$3.78 ,$1.36 ,500,Custom Molded Products
25900-120-000,Concrete Expansion Joint 12ft; White SOLD BY CARTON ONLY,,128,$313.22 ,$112.76 ,20,Custom Molded Products
25900-121-000,Concrete Expansion Joint; 12ft; Gray SOLD BY CARTON ONLY,,128,$313.22 ,$112.76 ,20,Custom Molded Products
25900-128-000,Concrete Expansion Joint; 12ft; Tan SOLD BY CARTON ONLY,,128,$313.22 ,$112.76 ,20,Custom Molded Products
26100-255-630,Jet Air Eyeball Fitting Blue Nozzle Only,,100,$4.72 ,$1.70 ,each,Custom Molded Products
27051-009-000,Floating Spa Chlorinator; Gray/White,,150,$13.55 ,$4.88 ,45,Custom Molded Products
27051-019-000,Floating Spa Chlorinator; Blue/White,,150,$13.55 ,$4.88 ,45,Custom Molded Products
27052-019-000,Spa Disinfector Bottom Load; Blue         ,R171074,150,$13.55 ,$4.88 ,45,Custom Molded Products
27052-029-000,Spa Disinfector Bottom Load; Tan                                          ,R171090,150,$13.55 ,$4.88 ,45,Custom Molded Products
27052-039-000,Spa Disinfector Bottom Load; Gray,,150,$13.55 ,$4.88 ,45,Custom Molded Products
27180-009-000,Skimmer Basket (HAY & STA); White,B-9,163,$5.75 ,$2.07 ,100,Custom Molded Products
27180-009-200,Skimmer Basket w/Zinc Puck(H&S); White,,163,$23.12 ,$8.32 ,100,Custom Molded Products
27180-033-000,5in Pump Basket STA/PRE/AQF,B-33,163,$5.80 ,$2.09 ,100,Custom Molded Products
27180-036-000,Pump Basket - AQF/PUR,B-36,163,$5.97 ,$2.15 ,48,Custom Molded Products
27180-037-000,Skimmer Basket-AMP 850001,"850001, B37, R38013A",163,$15.33 ,$5.52 ,12,Custom Molded Products
27180-038-000,Floating Weir AMP Lily Pad 850012,"850012, B38",163,$12.36 ,$4.45 ,16,Custom Molded Products
27180-038-100,Floating Weir AMP Lily Pad 850012; White,,163,$12.88 ,$4.64 ,16,Custom Molded Products
27180-039-000,Skimmer Basket - ANTHONY,B-39,163,$10.83 ,$3.90 ,30,Custom Molded Products
27180-043-000,Skimmer Basket - PAC 513036,"513036, B-43",163,$8.55 ,$3.08 ,40,Custom Molded Products
27180-099-000,Skimmer Basket - INVERTED,B-99,163,$13.88 ,$5.00 ,32,Custom Molded Products
27180-099-030,Skimmer Basket (Inverted Cuff Only),,163,$4.53 ,$1.63 ,each,Custom Molded Products
27180-106-000,5in Pump Basket STA/PRE/AQF,B-106,163,$5.78 ,$2.08 ,60,Custom Molded Products
27180-136-000,Skimmer Basket - Baker 51B1026,"51B1026, B-136, 340-1139",163,$8.28 ,$2.98 ,36,Custom Molded Products
27180-152-000,Skimmer Basket - HAY SPX1082CA,"B-152, SPX1082CA",163,$9.33 ,$3.36 ,24,Custom Molded Products
27180-152-300,Skimmer Basket Support Ring ,SPX1082D,,$5.87 ,$2.11 ,each,Custom Molded Products
27180-163-000,Skimmer Basket - Kafko,19-0163-1,163,$27.47 ,$9.89 ,12,Custom Molded Products
27180-167-000,Pump Basket - HAY SPX1600M,"B- 167, SPX1600M",163,$8.86 ,$3.19 ,24,Custom Molded Products
27180-168-000,Skimmer Basket - HAY SPX1096CA,"B- 168, SPX1096CA",163,$5.57 ,$2.01 ,58,Custom Molded Products
27180-199-000,"Pump Basket WHISPER-FLO, PUR","070387, B-199",163,$8.60 ,$3.10 ,36,Custom Molded Products
27180-200-000,Skimmer Basket AMP S20,"B-200, S-20",163,$9.01 ,$3.24 ,24,Custom Molded Products
27180-203-000,Skimmer Basket - HAY SPX1094FA,"SPX1094FA, B-203",163,$5.42 ,$1.95 ,60,Custom Molded Products
27180-207-000,Pump Basket - HAY SPX3000M,"B-207, SPX3000M",163,$10.83 ,$3.90 ,25,Custom Molded Products
27180-215-000,Pump Basket - STA C8-58P,"C8-58P, B-215",163,$8.70 ,$3.13 ,25,Custom Molded Products
27180-219-000,Pump Basket - Challenger; White,"355318, B-219",163,$17.49 ,$6.30 ,30,Custom Molded Products
27180-220-000,Pump Basket - HAY SPX1500LX,"SPX1500LX, B-220",163,$8.29 ,$2.98 ,30,Custom Molded Products
27180-280-000,Pump Basket - HAY SPX2800M,SPX2800M,163,$10.71 ,$3.86 ,30,Custom Molded Products
27180-352-000,Skim Bask w/FlowSkim Handle; Gray and White,1082,160,$22.05 ,$7.94 ,36,Custom Molded Products
27180-355-000,Pump Basket Pent SUPERFLO ,355667,163,$15.38 ,$5.54 ,each,Custom Molded Products
27182-009-000,HD Skimmer Basket; SP 1070/U-3 Skimmer,"SP1070, B-9",161,$24.21 ,$8.72 ,24,Custom Molded Products
27182-009-200,HD Skimmer Basket w/Zinc Puck (HAY and STA); White,"SP1070, B-9",161,$40.20 ,$14.47 ,24,Custom Molded Products
27182-010-000,HD Leaf Trap Canister Basket; CMP,,"146, 161",$20.46 ,$7.37 ,30,Custom Molded Products
27182-019-000,HD WW Style Skimmer Basket,542-3240,161,$24.21 ,$8.72 ,30,Custom Molded Products
27182-020-000,HD Leaf Trap Canister Basket; Rainbow/Hay,"R211526, B204, W530",161,$36.54 ,$13.15 ,30,Custom Molded Products
27182-037-000,HD Skimmer Basket; American Products,"850001, B-37",161,$25.61 ,$9.22 ,12,Custom Molded Products
27182-152-000,HD Skimmer Basket for 1082,"SPX1082CA, B-152",161,$24.68 ,$8.88 ,24,Custom Molded Products
27182-152-200,"HD Skimmer Basket for 1082, Zinc Anode Puck","SPX1082, B-152",161,$43.59 ,$15.69 ,27,Custom Molded Products
27182-167-000,HD Pump Basket; Super Pump,"SPX1600M, B-167, V60-500",161,$16.05 ,$5.78 ,36,Custom Molded Products
27182-199-000,HD Pump Basket; Whisper-Flo,"070387, B-199",161,$19.09 ,$6.87 ,36,Custom Molded Products
27182-200-000,HD Skimmer Basket; American Products S20,,161,$15.63 ,$5.63 ,120,Custom Molded Products
27182-207-000,HD Pump Basket; Super II,"SPX3000M, B-207, V60-200",161,$14.82 ,$5.34 ,25,Custom Molded Products
27182-215-000,HD Pump Basket; Maxi-Glass,"C8-58P, B-215",161,$9.48 ,$3.41 ,25,Custom Molded Products
27182-300-000,"HD Skimmer Basket w/FlowSkim Handle 1070, U3",,160,$24.59 ,$8.85 ,36,Custom Molded Products
27182-310-000,"HD Skimmer Basket 14"" w/FlowSkim Handle SP1070, U3",,160,$25.86 ,$9.31 ,36,Custom Molded Products
27182-320-000,"HD Skimmer Basket 16"" w/FlowSkim Handle SP1070, U3",,160,$27.16 ,$9.78 ,36,Custom Molded Products
27182-352-000,HD Skimmer Basket w/FlowSkim Handle 1082,,160,$27.79 ,$10.00 ,36,Custom Molded Products
27182-362-000,"HD Skimmer Basket 14"" w/FlowSkim Handle 1082",,160,$28.92 ,$10.41 ,36,Custom Molded Products
27182-372-000,"HD Skimmer Basket 16"" w/FlowSkim Handle 1082",,160,$30.02 ,$10.81 ,36,Custom Molded Products
27200-000-100,"Sight Glass 1"" with Gasket",,,$5.84 ,$2.10 ,500,Custom Molded Products
27288-070-000,3/4 in White (SxS) Union (457-007),457-007,135,$4.56 ,$1.64 ,10,Custom Molded Products
58307-000-000,Pool Skimmer Socks Std (5/Bag),,150,$6.78 ,$2.44 ,20,Custom Molded Products
58307-100-000,Pool Skimmer Socks; Large (5/Bag),,150,$7.69 ,$2.77 ,20,Custom Molded Products
58308-100-000,Cable Saw w/T-Handle; 36in; CMP,,151,$12.94 ,$4.66 ,100,Custom Molded Products
58308-240-000,"Cable Saw w/T-Handle, 24in, CMP",,151,$10.85 ,$3.91 ,100,Custom Molded Products
58309-000-000,Pool Leaf Trap (PLC-01),,146,$71.09 ,$25.59 ,6,Custom Molded Products
58309-000-010,Pool Leaf Trap Blue Lid,,196,$18.78 ,$6.76 ,50,Custom Molded Products
58309-000-020,Pool Leaf Trap O-ring,,196,$5.95 ,$2.14 ,each,Custom Molded Products
58309-000-030,Pool Leaf Trap Net; Standard,,196,$9.33 ,$3.36 ,each,Custom Molded Products
58309-000-040,1-1/2in male x male vac hose 10in,,196,$10.40 ,$3.74 ,each,Custom Molded Products
58309-000-050,Pool Leaf Trap Button Assembly,,,$10.59 ,$3.81 ,each,Custom Molded Products
58309-000-130,Pool Leaf Trap Net; Sand/Silt,,196,$10.05 ,$3.62 ,each,Custom Molded Products
58309-300-000,Pool Leaf Trap w/ HD Basket,,146,$86.09 ,$30.99 ,6,Custom Molded Products
